2019-02-04	We hear you and want to promote some of YouTube's least subscribed-to creator gems. If you have a channel (or a channel you love) with less than 1,000 followers, let us know what makes this channel so awesome below ⬇️
2019-02-05	What made you start creating YouTube videos in the first place?
2019-02-06	Creator @Mrwhosetheboss provides an update on Article 13 to his fans. (Thank you to everyone who has spoken up so far. There's still time to make your voice heard and #SaveYourInternet!) https://t.co/EQSWMpd37r
2019-02-07	What creator are you excited about right now?
2019-02-07	🚨There's a new version of Article 13 that will likely be approved next week 🚨 It will still have unintended consequences &amp; is not good for creators 🚨 Keep speaking out &amp; sharing the petition #SaveYourInternet https://t.co/D3G4nd4xkm
2019-02-13	⚡ Important Article 13 update ⚡ Thanks to everyone who spoke out to #SaveYourInternet. The final text of the EU Copyright directive is out, and here is our initial statement: https://t.co/dpottIvpuT
2019-02-14	Happy Valentine's Day! Use #LoveNotes and post a message of appreciation for a creator who has changed your life for the better. Then tag @YTCreators and the creator who you ❤️ to watch the love pour in! https://t.co/yFYzktPRBU
2019-02-16	"Audiences connect not with the subject matter, but with the person exploring it with them. With you." - @shockallocca, YouTube's Head of Culture &amp; Trends #VidConLDN https://t.co/FIuu3J9GGW
2019-02-20	#youtubecreatorawards at the #BRITs!
2019-03-04	The final Article 13 will hurt, not help, European creators. Important update why #SaveYourInternet isn’t over. For more information, go to: https://t.co/74x4EGkW6f https://t.co/P9IlgRs3Fr
2019-03-04	What video did you make this week that you're proud of? Share below!
2019-03-10	Describe your channel in two emojis
2019-03-19	It's #NationalLetsLaughDay! Post a video below by a creator who made you chuckle!
2019-03-21	Creators have expressed themselves on all kinds of social, cultural and political issues. Today’s #321OfflineDay is one of those times.
2019-04-19	So you want to be a podcaster? Apply by Sunday, April 28th for your chance to participate in Google Podcasts creator program! 12 selected teams will receive up to to $40K + training and mentorship to launch or grow their podcasts. APPLY NOW: https://t.co/uIhA9kKtCa https://t.co/o1ArclIagh
2019-04-29	LIVE UPDATE! Watch the first major debate of the European Election campaign! @RafalMasny, @MylesDyer, @arthurprsl, @NikaErculj, @_MRNBD_ and @roenlared are all representing in person. Tune in to the livestream: https://t.co/Arx7DUkZ19
2019-05-03	Shout out to all the creators who had a long #CreatorSummit day https://t.co/gtBpTCekCv
2019-05-09	Assumptions About Me: #CreatorSummit Edition! Featuring @missremiashten, @IamKrisLondon, @CollinsKey, @millselle, @emmachamberlain, @sWooZ1e, @sofiedossi ,@AlexWassabi, @Hevesh5, @MrBeastYT, @SamuelTsui,@NickEh30, @wengie, @hyuneeEats &amp; @JoeyGraceffa → https://t.co/uHPUP9VgaK https://t.co/wFx0bZkmDb
2019-05-13	We're looking to learn about your favorite creators from South Dakota, Vermont, Wyoming, and West Virginia! Do you love any creators from those U.S. states? If so, tag them below ⬇️
2019-06-14	Let's say you want to see how watch time for your how-to videos compares to when you vlog. Or you want to compare traffic sources for your videos in 2017 to your videos in 2018. You can do that and more using Groups and Comparisons in YouTube Analytics! https://t.co/hmbfXYwkpg
2019-06-24	Knock, knock… it’s already been 9 years since Fred met @annoyingorange at the grocery store! → https://t.co/AAFMYGVIWM https://t.co/Xrv3xn5vHm
2019-06-25	We mourn the loss of Etika, a beloved member of our gaming creator community. All of us at YouTube are sending condolences to his loved ones and fans.
2019-06-27	We’re here for a GRWM moment. 👏 Watch @itstarekali get #Pride ready and talk inspiration, his experiences online and more. → https://t.co/CgNi8UQfHq https://t.co/SD49QrPyMY
2019-06-29	Happy Saturday! Please enjoy watching creator Marie Lopez (aka EnjoyPhoenix) interview Vice President of YouTube EMEA Cecile Frot-Coutaz→ https://t.co/R8a1qXI1Ro https://t.co/USajH4pn8b
2019-07-09	Hi! If you are a creator who lives near LA but don't have tickets to VidCon yet, tell us why you think going to VidCon would be great. Why are we asking this? No reason 😉.
2019-07-09	We hear you, and know copyright claims can be confusing and frustrating. Today we’ve rolled out updates to make it easier for you to identify and resolve manual Content ID claims. More here→ https://t.co/E2h9ijr8sH https://t.co/Xk1AcHVlYI
2019-07-13	We're deeply saddened to learn about the tragic loss of a truly talented British creator, Emily Hartridge. Our thoughts and condolences go out to all of her loved ones and fans.
2019-07-16	Show some love for our #Edutubers, checking in from the YouTube Space Pop-up in Mexico City! ✌️💗 #YTNextUp https://t.co/L6o3DJfj7f
2019-08-10	If you were challenging strangers to a ping pong battle, what 5 items would you play with? See what @pongfinityhq used to face off against strangers in Helsinki → https://t.co/mLXYGRlBeh https://t.co/Mu5O4hG4iI
2019-08-15	📢 We know it’s frustrating when a copyright owner manually claims all the revenue from a video with short or unintentional audio, so we’re making changes to make the system fairer. Learn more here → https://t.co/vazJB1zKXg https://t.co/yXvIh1Z1XY
2019-08-26	Better late than never! Congrats! #YouTubeCreatorAwards
2019-09-04	(1/5) If you’re a creator of children’s or family content, you’re probably wondering what the changes we announced today mean for you and your channel. More details here https://t.co/uv5OPmdNYQ, but keep reading this thread for a quick summary:
2019-09-13	Closing this edition of #creatorsummit in Tokyo with a celebration of our dazzling Asia-Pacific creator community ⚡ https://t.co/y1cKVXuUhN
2019-09-13	Who better to give makeup tips than a former professional beauty advisor? After launching her first video and garnering millions of views, Japan’s @wada_saan quickly stole the hearts of beauty enthusiasts on YouTube → https://t.co/nHhDKfj2L2 #creatorsummit https://t.co/YdRAwoTI21
2019-09-14	Creators are creative! If you're thinking of applying to art school, videos from accepted students can help inspire and educate you. @meppity walks her fans through her accepted art school sketchbooks → https://t.co/41WZpcABfo https://t.co/MGO7qaFvGr
2019-09-19	Additional clarification: ✔️No one lost a verification badge today–If you received an email that your channel will no longer be verified, this was just an advanced notice &amp; you can appeal ✔️The checkmark has never appeared on YouTube mobile channel pages (this will be added soon)
2019-10-18	We set a goal earlier this year to have at least half the videos on trending come from YouTubers. We're glad you're liking it!
2019-11-06	Creators: you are a vital part of YouTube and we support you making your voices heard. If you are interested in sharing your views on COPPA, the FTC is receiving comments on its website until Dec 9.
2019-11-12	In Studio today, you’ll see a new setting requiring you to indicate if your content is made for kids. This is part of the changes we announced a few months ago in relation to laws protecting kids’ online privacy. Check this video out for more details. https://t.co/dtVbU52W5k
2019-11-13	Getting comments from people who enjoy and appreciate your work is one of the best parts of being a creator. For #WorldKindnessDay, share a comment in the replies that made your day. 💞
2019-11-15	Ever wanted to know your fellow creators’ hottest takes on topics from Minecraft to mukbangs? We gave creators at #YouTubeBlack 15 seconds. Watch now → https://t.co/MYWTY20ckS https://t.co/d7UUUhz0qD
2019-11-21	A dashboard for news. Real-time metrics. Guided uploading. All in one place. YouTube Studio is out of beta and ready for you to start creating. https://t.co/ixOsqqscm6
2019-12-09	Protecting kids &amp; their privacy is important. Today, we submitted our Comment on COPPA to the FTC. We strongly support COPPA &amp; believe it would benefit from updates &amp; clarifications that better reflect how kids &amp; families interact w/ tech today. More here: https://t.co/UakE5EYPJV
2019-12-10	Creators, what was your almost channel name, till you decided to use your current one? Tell us in the comments ⬇️
2019-12-11	Many of you have told us we need to do a better job preventing harassment on YouTube, so we consulted with a wide array of creators, experts and organizations to update our harassment policy, which changed today https://t.co/TnozAF9ZCG. ⬇️Here’s what it covers:
2019-12-12	What is your must-have piece of equipment for making videos?
2019-12-14	Congratulations are in order! A handful of creators have already won their #streamys and the final 15 will be awarded tonight. We're on the edge of our seat. Watch with us here: https://t.co/8CbhwcImgI
2019-12-18	Creators, what did you do in 2019 that you are proud of?
2019-12-30	If you had to pick a completely different topic for your channel, what would you make videos about?
2020-01-06	If you had to give fellow creators ONE tip, what would that be? #MondayMotivation
2020-01-06	Today we’re rolling out the changes we announced last year to comply with COPPA around content set as ‘made for kids.’ These changes will have an impact on creators making kids content so we’re committed to helping you navigate this. More here https://t.co/dXlcFebMSY and ⬇️:
2020-01-14	Creators, what do you think your subscribers have learned from your channel?
2020-01-21	🛍️ Great news for creators using the YouTube Creator Commerce platform: you can now feature your products in livestreams! You can also add merchandising endscreens to videos and display products on the store tab of your channel. What's your favorite thing you sell on YouTube?
2020-01-24	What do you consider a "small creator"?
2020-02-13	It's common for scammers to target creators with fake ‘phishing’ emails claiming to be from YouTube in order to trick you into sharing your personal information. Here are some tips to stay safe and protect your account:
2020-02-13	It's the week of love, but it all begins with self-love: ♥️ Celebrate your journey ♥️ Stop comparing yourself to others ♥️ Don't believe everything you think ♥️ Eat &amp; sleep well ♥️ Reach out to loved ones ♥️ Set boundaries ♥️ Take breaks ♥️ Treat everyone with love
2020-02-21	There's a lot to remember when it comes to Adsense! Which is why, this week, Creator Insider is tackling Adsense in order to help you make the most of your channel → https://t.co/A7J0n92xQ4 https://t.co/YgNA7smPAa
2020-02-26	Tom is back in this week's Creator Insider Newsflash with: 🚧 Updates on the increase in yellow icons 🎥 Tips for optimizing your midroll ad placement 🆕 Features in comments, posts and YouTube Analytics! Watch now → https://t.co/5mN6Ztypxh https://t.co/jf95Ci9g4t
2020-03-07	At a time when there are concerns around travel and events, here are some resources to make it easier to bring your communities together digitally: https://t.co/2dnu21ADhK
2020-03-07	Creators, we hear your feedback around demonetizing videos on COVID-19. We know you have a lot to contribute to the global conversation, so we’re taking a close look at our policies. More to come.
2020-03-11	There’s been a lot of discussion around monetization on videos about COVID-19. To better support the sharing of information we’re enabling ads for content on the virus for a limited number of channels, expanding to more soon. Read more from @SusanWojcicki: https://t.co/fZnvHXQ3AB
2020-03-16	In addition to our community of creators, artists and viewers, YouTube is made possible by teams of support staff and partner companies. Here's how we're changing our operations to keep them, their families and their communities safe at this time: https://t.co/amrb7Mp2wr
2020-03-19	Authoritative health &amp; safety experts are urging people to #StayHome if they can, and as creators and artists, you’re helping to spread the message with your entertaining, helpful and inspiring #WithMe videos. If you want to get involved, here’s how -&gt; https://t.co/r4uoEYuPZb https://t.co/CqVoHxsaGC
2020-03-20	Thank you for sharing the message to #StayHome through your #WithMe creativity! Let your viewers know about these emojis they can use in chat while you live stream and Premiere. Check out the full list in the reply below. https://t.co/5rK4GtImzz
2020-04-02	Whose videos get you through the day?
2020-04-22	A good way to make sure your live stream is successful is to plan your content ahead of time. What are you hoping to accomplish? What makes streaming the best format for your content? Get more prep ideas → https://t.co/sSsLpRBosd https://t.co/zemf6XtySO
2020-04-26	Stories are an amazing way to stay connected to your fans, and can accelerate new subscriber counts by 8.5%! If you're new to this, let your subscribers know you’re going to post to Stories, so they know to look out for them. Learn more → https://t.co/mFJeByuzc2 https://t.co/zCUlJ5Rv0j
2020-05-01	It's a new month. What are your goals for your channel in May?
2020-05-07	Everything is going great until *ཞɛƈơཞɖ ʂƈཞąɬƈɧ* your account gets hacked. It doesn’t have to be this way. In honor of #WorldPasswordDay, here are several steps you can take to secure your @YouTube account 👇 https://t.co/dxR93m3fth
2020-05-07	Have you tried Premieres yet? Not only are they easy to set up, they're a good way to build hype for your channel and get your subscribers excited for new videos → https://t.co/fEv1rWd9GI https://t.co/sRqgLk3oyC
2020-05-28	0:00 Get excited… 1:00 The Video Chapters feature is officially here! 1:30 When Chapters are enabled, viewers watch more of the video, and come back more often on average. 2:30 Test chapters on your own videos by adding a set of timestamps starting at 0:00 to the description. https://t.co/FIFLbLImaj
2020-05-28	This week, creators in our community are gathering virtually to celebrate #AsianHeritageMonth. They've passed on some insights about creating to share with you:
2020-06-11	Our aim is for YouTube to become a safer, more inclusive place for expression, discussion and learning. If you want to read more about the policies and tools we currently have in place to enable that, we've outlined them below.
2020-06-29	What's the best piece of business advice you've gotten from another creator?
2020-07-08	Inclusive content isn't just about creation. It's also about consuming content by marginalized creators, sharing their work on your own platform, and being willing to learn. → https://t.co/dC1Vj0ELgt https://t.co/2Hv43Dbjab
2020-07-09	To help creators better track their revenue rate, we’re launching RPM, a new creator-focused metric in YouTube Analytics that shows how much a creator earned per 1,000 views. RPM is the most holistic way to analyze your performance. Learn more: https://t.co/Ap7bCC39Bq https://t.co/ol418SvB8y
2020-07-12	Inclusive content isn't only about what your viewers see. It's about: 🔖 Content 💻 Who is on-screen 💬 Engagement 🧑 Audience 🎥 Who is behind the camera More on taking each of these areas into consideration when working on inclusivity → https://t.co/jMMyhcuG3K https://t.co/7og7rLCUUA
2020-07-13	The loss of talented British creator Nicole Thea and her unborn son Reign has left us truly saddened. Our sincerest condolences go out to all of her loved ones and fans at this difficult time.
2020-07-17	Spam and scams are annoying, and sometimes they're even dangerous for you and your community. They're not allowed on YouTube. Learn what constitutes spam → https://t.co/fvwxhwPHQW And here's where to report it → https://t.co/IhQEGmugD8 https://t.co/s0rGKv8ylG
2020-07-24	This week, Creator Insider continues the "Interview My Boss" series with an interview with @nealmohan, YouTube's Chief Product Officer. Watch for insights into how YouTube thinks about the features, policies, and future of the platform → https://t.co/6FHNgMBQRb https://t.co/HbGsiYD3JC
2020-07-25	Worried about burnout? @aboutliahyoo has 3 practical tips to help stave it off: 👁️ Have a solid vision and standard for yourself 🌠 Let go of perfectionism 📅 Leave a margin in your calendar and your mind → https://t.co/Uv8lJNH2yI
2020-08-17	The YouTube you know and love is at risk in Australia. A proposed new law, The News Media Bargaining Code, could have a significant, negative impact on creators in Australia. Your voice matters.→ https://t.co/gR5Hf81DIH https://t.co/oPnC6fi3If
2020-08-19	A consistent format is part of establishing your identity when making educational videos. Here are some pre-production tips to help start your channel off with a bang → https://t.co/j7HMbECzLb https://t.co/bodqc9OTvR
2020-08-22	Natural light, camera, action 🎬 Learn how to build the perfect home studio in this @VidCon talk from @ChantelHouston! → https://t.co/qiNRGI2MpS https://t.co/hiVBVRWfeO
2020-08-22	This might be the end of our takeover adventure with @ReadingWithNori, but it's not the end of yours! Watch this video for her last tip, and then go check out her channel → https://t.co/78KC51exsO https://t.co/8DBmHky2BO
2020-08-23	Your educational channel is going strong, so what do you do now (other than continuing to make awesome videos)? You have a few options that can expand your reach and build a business around your work → https://t.co/FPH6GidTKO https://t.co/206nLB5YHW
2020-08-24	At #VidConNow, Matt Dajer from @YesTheory sat down with @markmanson to discuss the art of Not Giving a F***, writing with Will Smith, and what's next for him. Watch more from @VidCon → https://t.co/XRoILajBnw https://t.co/VmIBALK3Mr
2020-08-25	Subscribers don’t automatically equate to community. It’s something you need to build and cultivate on your channel — and it’s so, so worth the effort. Here are some building blocks to think about → https://t.co/poV7W7Uu0G https://t.co/0WHt6MyWLY
2020-08-27	Community-building starts on YouTube, but you can augment it with other social media platforms, including right here on Twitter → https://t.co/xhyOSsKjPO https://t.co/WuRXHSnrjh
2020-08-27	You asked @timatalks to discuss personal identity and how it informs content. For Tima, it's all about finding your niche: https://t.co/r0PjIAg2W9
2020-08-28	The Community tab is a valuable way to build a relationship with your audience! Use polls to decide on new videos, GIFs to generate excitement, and exclusive content to keep them coming back → https://t.co/CXj6vLC4sV https://t.co/G7M70P5RF3
2020-08-28	🍋 @timatalks is back with her top 3 tips for starting your YouTube channel! Hint: consistency is everything. https://t.co/rFvLtAJPtH
2020-08-29	If you're an Australian creator, the News Media Bargaining Code could impact you. Read more answers to frequently asked questions below ↓ (1/4) https://t.co/Nj2pf1Eo3o
2020-08-29	There are more ways than ever to engage with your audience on YouTube. Don’t know where to start? YouTube Analytics can give you helpful background info, including what video made someone decide to subscribe → https://t.co/vRFZhL9KeQ https://t.co/uJCUkDeDVC
2020-08-29	This is @timatalks' last video for us, but it doesn't have to be the last video of hers you watch! Check out her channel after you get her parting tips on kickstarting your own → https://t.co/r7Nf2P1ffi https://t.co/uLVPerjAhx
2020-09-09	This week's creator takeover, Floof, is back with @theodd1sout to discuss the importance of community to animators on YouTube. No one goes it alone. https://t.co/aWy3kZNZa3
2020-09-11	Giving My Twitter A Makeover YouTube Creators ✔️ 9,112,020 views • 1 day ago As of today, tag us @YouTubeCreators if you want to get in touch. https://t.co/lC7I4TWNab
2020-09-11	It's time for Floof's takeover to end, but she and @theodd1sout have some last advice for you before they go. Head over to TheOdd1sOut's channel → https://t.co/Hd0GqIMXwK And be sure to check out 3 of his favorite creators: @TheAMaazing, @RushLightInvadr, and @getmadz! https://t.co/wZbRmCSvsx
2020-09-12	Reading builds community: just ask @livingpatri and the other BookTubers participating in this year's @latinxathon. Get some inspiration for your own to-be-read list, then take some time to browse videos from the rest of the 2020 Latinx-a-thon community → https://t.co/NXkG97uRSk
2020-09-12	Your subscribers aren't just numbers: they have the potential to become a community of loyal, dedicated fans, but you need to take steps to curate and cultivate that community. Our tips→ https://t.co/c25fPLro16 https://t.co/B5pW2CLxJQ
2020-09-14	How do you make great videos with your mobile phone? As with any camera, learning manual settings will level your skills up fast.→ https://t.co/cSYEqvyRWA https://t.co/dIpfyLr9W1
2020-09-14	This week in India we’re launching an early beta of YouTube Shorts, a new way to discover, watch and create short, vertical videos on the YouTube app. Even if you don't live in India, you can still upload your short videos today. Learn more → https://t.co/6VySxIwMB9 https://t.co/M0jXHoJkki
2020-09-14	Update: Public consultation on the Australian proposed law has concluded. Submissions are being reviewed by the ACCC before a recommendation is made to the Government. Thank you for your continued support in asking for #AFairCode. More info → https://t.co/n8xQbTaYGX https://t.co/LNZYLt6gWz
2020-09-14	You'll love this profile of @KatiePennick almost as much as you'll love her channel. In her series "Cooking in a Wheelchair," Katie shares low-effort recipes and tips to make cooking more accessible → https://t.co/MnjYtaXGK3 Check out her first video → https://t.co/wkh5xcSooz
2020-09-15	As COVID-19 started to spread in Latin America, Nubia Gaona and her sons made a YouTube channel to teach people about the Colombian countryside. Nubia hoped it would lead to a computer for her children's education. It led to so much more → https://t.co/cw2XVwc454 https://t.co/K2YjpVPmjx
2020-09-15	It can be hard to talk about your mental health. We're proud of @ALISHAMARIE and the other participants on this @VidCon panel for being open about their experiences, and we know their fans appreciate it too → https://t.co/8vC26ChVTh https://t.co/WFvswA3K0b
2020-09-15	We say it all the time, but only because it's true: lighting is 🔑. Think about how you can create a lighting setup that makes the most of your phone's image sensor → https://t.co/cSYEqvyRWA https://t.co/fIGmh3eRWf
2020-09-16	You don't need an external microphone to get good sound from your phone! Cut down your frustration and post-production time with these tips → https://t.co/cSYEqvyRWA https://t.co/FE6moqHQdC
2020-09-17	Cell phones are small but mighty: you can get shots with them that you can't with a DSLR or camcorder, and you can edit and upload on them instead of needing a computer. Make the most out of your tools → https://t.co/cSYEqvyRWA https://t.co/mW7cXtRlAw
2020-09-17	YouTube Live can be a great way to increase your earnings as a creator. Join live streamers @UnitedStandMUFC and @KreekCraft and learn how to get started making money with YouTube Live. THIS Friday, 1PM PT / 4PM ET at https://t.co/KPAu95IcxA ⭐
2020-09-18	What's your #1 piece of advice for creating videos on your phone?
2020-09-19	Don't just build a merch line, build a brand. In his @VidCon panel, @ZackHonarvar discusses why it's important to transcend merch, how to collaborate with other companies, and how to think about your brand → https://t.co/lyQagzhE4g https://t.co/vnK2jlZnJg
2020-09-21	Why vlog? It's simple: vlogging builds community. Audiences listen; communities interact with you and with each other. It's like going from acquaintances to friends → https://t.co/i8kWF0RfxB https://t.co/BLKR0TePAc
2020-09-22	Creator @chatallison is chock-full of tips for making the most out of your smartphone. Start by changing your frame rate → https://t.co/aTuYBuqNP4 https://t.co/x5UBBJjEcT
2020-09-22	If you create mature content, find out more about how we’re expanding our age-restriction efforts. We expect these updates to have little to no impact on revenue as most age-restricted videos already have limited to no ads. --&gt; https://t.co/oPMENl2JqN
